filename,canonical_smiles
PhCz-O-DiKTa.xyz,O=c1c2ccccc2n2c3ccc(Oc4ccc5c(c4)c4ccccc4n5-c4ccccc4)cc3c(=O)c3cccc1c32
PhCz-TOSBA.xyz,CC(C)(C)c1ccc2c(c1)B1c3cc(C(C)(C)C)ccc3Sc3cc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)cc(c31)O2
PhCzBN.xyz,CC(C)(C)c1ccc2c(c1)B1c3c(c4c(c5c3-n3c6ccc(-c7ccccc7)cc6c6cc(-c7ccccc7)cc(c63)B4c3cc(C(C)(C)C)ccc3O5)-n3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)cc1c43)O2
PhDPA-DiKTa.xyz,O=c1c2cc(N(c3ccc(-c4ccccc4)cc3)c3ccc(-c4ccccc4)cc3)ccc2n2c3ccc(N(c4ccc(-c5ccccc5)cc4)c4ccc(-c5ccccc5)cc4)cc3c(=O)c3cc(N(c4ccc(-c5ccccc5)cc4)c4ccc(-c5ccccc5)cc4)cc1c32
PhPXZ-tCzBN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cccc2c1B3c1cc(-c3ccccc3)cc3c1N2c1ccc(-c2ccccc2)cc1O3
Pm-BN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1nc2c3c(n1)-n1c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)cc(c41)B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
PMCNBN.xyz,Cc1ccc2c(c1)c1cc(C)cc3c1n2-c1cc(-c2ccc(C#N)cc2)cc2c1B3c1cc3c(cc1N2c1c(C)cccc1C)N(c1c(C)cccc1C)c1cc(-c2ccc(C#N)cc2)cc2c1B3c1cc(C)cc3c4cc(C)ccc4n-2c13
POABNCz-n-POABNCz.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2cccc4cccc(-c5cc6c7c(c5)-n5c8ccc(C(C)(C)C)cc8c8cc(C(C)(C)C)cc(c85)B7c5cccc7c5N6c5ccccc5O7)c24)cc2c1B3c1cccc3c1N2c1ccccc1O3
pPXSe-BN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2ccc4c(c2)[Se]c2ccccc2O4)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
pSeXBN.xyz,Cc1cc(C)c(N2c3cc4[se]c5ccccc5c(=O)c4cc3B3c4cc5c(=O)c6ccccc6[se]c5cc4N(c4c(C)cc(C)cc4C)c4cc(C)cc2c43)c(C)c1
pSeXBNO.xyz,Cc1cc(C)c(N2c3cc4[se]c5ccccc5c(=O)c4cc3B3c4ccc(C)cc4Oc4cc(C)cc2c43)c(C)c1
PXZ-R-BN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1c2c(c4c5c1N1c6ccccc6Oc6cccc(c61)B5c1cc(C(C)(C)C)cc5c6cc(C(C)(C)C)ccc6n-4c15)N1c4ccccc4Oc4cccc(c41)B23
Py-BN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc2c3c(n1)-n1c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)cc(c41)B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
QAO-NB.xyz,O=C(OCc1ccc(-c2cc3c(=O)c4ccccc4n4c5ccccc5c(=O)c(c2)c34)cc1)[C@H]1C[C@@H]2C=C[C@H]1C2
QB-DPA.xyz,Cc1cc(C)c(N2c3cc4c(cc3B3c5ccccc5N5c6ccccc6B6c7c(cc2c3c75)-c2ccccc2N6c2ccccc2)B2c3ccccc3N3c5ccccc5B5c6c(cc(c2c63)N4c2c(C)cc(C)cc2C)-c2ccccc2N5c2ccccc2)c(C)c1
QB-PXZ.xyz,Cc1cc(C)c(N2c3cc4c(cc3B3c5cccc6c5N5c7c(cccc7B7c8c(cc2c3c85)-c2ccccc2N7c2ccccc2)O6)B2c3cccc5c3N3c6c(cccc6B6c7c(cc(c2c73)N4c2c(C)cc(C)cc2C)-c2ccccc2N6c2ccccc2)O5)c(C)c1
QCZ.xyz,O=c1c2ccccc2n2c3ccccc3c(=O)c3cccc1c32
RBN-ICz.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1ccc2c4c1B3c1cccc3c5ccc6c7ccccc7n2c6c5n4c13
S-AX-BN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2cccc(Sc4ccccc4)c2-c2c(Sc4ccccc4)cccc2-c2cc4c5c(c2)-n2c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)cc(c62)B5c2cc(C(C)(C)C)cc5c6cc(C(C)(C)C)ccc6n-4c25)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
S-DAO.xyz,CC(C)(C)c1ccc2c(c1)c(=O)c1cc(C(C)(C)C)cc3c4c5c6c(cc4n2c13)c1cc(C(C)(C)C)cc2c(=O)c3cc(C(C)(C)C)cc(c3n6c21)C5(c1ccccc1)c1ccccc1
SB-DOP.xyz,Cc1cc(C)c(N(c2ccc(Oc3ccccc3)cc2)c2cc3c4c(c2)N(c2c(C)cc(C)cc2C)c2ccc(Oc5ccccc5)cc2B4c2ccccc2N3c2ccccc2)c(C)c1
SBN-PhPym.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2cc(-c4ccccc4)nc(-c4ccccc4)n2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
SFX-2BN.xyz,Cc1ccc(N2c3ccc(C)cc3B3c4cc5c(cc4N(c4c(C)cc(C)cc4C)c4cc(C)cc2c43)Oc2ccccc2C52c3ccccc3-c3ccccc32)cc1
SFX-3BN.xyz,Cc1ccc(N2c3ccc(C)cc3B3c4cc5c(cc4N(c4c(C)cc(C)cc4C)c4cc(C)cc2c43)Oc2ccccc2C52c3ccccc3-c3ccccc32)cc1
SFX-PIM-TRZ.xyz,c1ccc(-c2nc(-c3cccc(-c4nc5ccccc5n4-c4ccccc4)c3)nc(-c3ccc4c(c3)C3(c5ccccc5Oc5ccccc53)c3ccccc3-4)n2)cc1
SO2-AX-BN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2cccc(S(=O)(=O)c4ccccc4)c2-c2c(-c4cc5c6c(c4)-n4c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)cc(c74)B6c4cc(C(C)(C)C)cc6c7cc(C(C)(C)C)ccc7n-5c46)cccc2S(=O)(=O)c2ccccc2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
SpAc-DtButHCzB.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(N2c4ccccc4C4(c5ccccc5-c5ccccc54)c4ccccc42)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
SpAc-tButHCzB.xyz,CC(C)(C)c1cc2c3c(c1)c1c(n3-c3cc(N4c5ccccc5C5(c6ccccc6-c6ccccc65)c5ccccc54)cc4c3B2c2cc(C(C)(C)C)cc3c5c(n-4c23)CCCC5)CCCC1
SpDCz.xyz,CC(C)(C)c1ccc2c(c1)c1cccc3c1n2-c1cccc2c1B3c1cccc3c4c5c(ccc4n-2c13)-n1c2ccc(C(C)(C)C)cc2c2cc(C(C)(C)C)cc(c21)C51c2ccccc2-c2ccccc21
Sym-DiDiKTa.xyz,Cc1cc2c(=O)c3ccccc3n3c4cc5c(=O)c6cc(C)cc7c(=O)c8ccccc8n(c5cc4c(=O)c(c1)c23)c76
t-Bu-Cz-DABNA.xyz,CC(C)(C)c1ccc(-c2cc3c4c(c2)N(c2ccccc2)c2c(ccc5c2c2ccccc2n5-c2ccccc2)B4c2ccc4c(c2N3c2ccccc2)c2ccccc2n4-c2ccccc2)cc1
t-BuCz-DABNA.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc2c3c(c1)N(c1ccccc1)c1cc4c(cc1B3c1ccccc1N2c1ccccc1)B1c2ccccc2N(c2ccccc2)c2cc(-n3c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc53)cc(c21)N4c1ccccc1
t4O.xyz,CC(C)c1cc2c3c(c1)c(=O)c1cc(C(C)C)cc4c5c6c7c(c(c5n3c14)[P@@]2(=O)c1ccccc1)c1cc(C(C)C)cc2c(=O)c3cc(C(C)C)cc(c3n7c21)[P@@]6(=O)c1ccccc1
TAzBN.xyz,c1ccc2c(c1)CCc1ccccc1N2c1cc2c3c(c1)N1c4ccccc4CCc4cccc(c41)B3c1cccc3c1N2c1ccccc1CC3
TB-DO.xyz,Cc1cc(C)c(N2c3cc4c(cc3B3c5cc6c(cc5N(c5c(C)cc(C)cc5C)c5cccc2c53)N(c2ccccc2)c2cccc3c2B6Oc2ccccc2-3)B2Oc3ccccc3-c3cccc(c32)N4c2ccccc2)c(C)c1
tBCQBN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(N2CCN3c4cccc5c4B(c4cccc2c43)c2cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-5c23)c1
tBCzP2PO.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1ccccc1[P@]3(=O)c1ccccc1
TBDON.xyz,Cc1cc(C)c(B2c3cc(C)ccc3N3c4cc5c6c(c4B(c4c(C)cc(C)cc4C)c4cc(C)cc2c43)Oc2ccc(C)cc2B6c2cc(C)ccc2O5)c(C)c1
TBN3.xyz,CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2ccc3c(c2)c2cc(N(c4ccc(C(C)(C)C)cc4)c4ccc(C(C)(C)C)cc4)cc4c2n3-c2cccc3c2B4c2cc(N(c4ccc(C(C)(C)C)cc4)c4ccc(C(C)(C)C)cc4)cc4c5cc(N(c6ccc(C(C)(C)C)cc6)c6ccc(C(C)(C)C)cc6)ccc5n-3c24)cc1
tBO-4B.xyz,Cc1cc(C)cc(N2c3cc4c5c(c3B3c6ccccc6N6c7ccccc7B7c8c(cc9c%10c8Oc8ccc(C)cc8B%10c8cc(C)ccc8O9)N(c8cc(C)cc(C)c8)c8cc2c3c6c87)Oc2ccccc2B5c2cc(C)ccc2O4)c1
tBO-MX-ICz.xyz,CC(C)(C)c1ccc2c(c1)B1c3cc(C(C)(C)C)ccc3Oc3cc(-c4cccc5c4Oc4c(-c6cc7c8ccccc8n8c9ccccc9c(c6)c78)cccc4C5(C)C)cc(c31)O2
tBu-2BON.xyz,CC(C)(C)c1ccc(N2c3ccc(C(C)(C)C)cc3B3Oc4cccc5c4-c4c3c2cc2c4B(O5)c3cc(C(C)(C)C)ccc3N2c2ccc(C(C)(C)C)cc2)cc1
tBuCzBN-Ph-PSeZ .xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2ccc(N4c5ccccc5[Se]c5ccccc54)cc2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
tBuCzBN-Ph-PTZ .xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2ccc(N4c5ccccc5Sc5ccccc54)cc2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
tBuCzBN-Ph-PXZ.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2ccc(N4c5ccccc5Oc5ccccc54)cc2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
tBuCzBN-PSeZ.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(N2c4ccccc4[Se]c4ccccc42)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
tBuCzBN-PTZ.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(N2c4ccccc4Sc4ccccc42)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
tBuCzBN-PXZ.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(N2c4ccccc4Oc4ccccc42)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
tBuPQCZ.xyz,CC(C)(C)c1ccc(-c2cc3c(=O)c4cccc5c(=O)c6cc(-c7ccc(C(C)(C)C)cc7)cc7c(c2)c3n(c45)c67)cc1
tButHCzB.xyz,CC(C)(C)c1cc2c3c(c1)c1c(n3-c3cccc4c3B2c2cc(C(C)(C)C)cc3c5c(n-4c23)CCCC5)CCCC1
tCON-2tBuCz.xyz,CC(C)(C)c1ccc2c(c1)c(=O)c1cc(Cc3ccccc3Cn3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc3c(=O)c4cc(C(C)(C)C)ccc4n2c13
tCON-Cz.xyz,CC(C)(C)c1ccc2c(c1)c(=O)c1cc(-c3ccccc3-n3c4ccccc4c4ccccc43)cc3c(=O)c4cc(C(C)(C)C)ccc4n2c13
tCON.xyz,CC(C)(C)c1ccc2c(c1)c(=O)c1cccc3c(=O)c4cc(C(C)(C)C)ccc4n2c13
TCZBAO.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cccc2c1B3c1cccc3c(=O)c4ccccc4n-2c13
TCzBN-BP.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2ccc(C(=O)c4ccccc4)cc2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
TCzBN-FP.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2ccc4c(c2)-c2ccccc2C4=O)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
tCzBN-mCz.xyz,Cc1cccc2c3cccc(C)c3n(-c3cc4c5c(c3)-n3c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)cc(c63)B5c3cc(C(C)(C)C)cc5c6cc(C(C)(C)C)ccc6n-4c35)c12
tCzBN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cccc2c1B3c1cccc3c4ccccc4n-2c13
TCzBNO.xyz,CC(C)(C)c1ccc2c(c1)B1c3c(c(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3-n3c4ccccc4c4cccc1c43)O2
tCzBT1B.xyz,CC(C)(C)c1ccc(N2c3ccc(C(C)(C)C)cc3B3c4c2cccc4-n2c4ccccc4c4c5sc6ccccc6c5cc3c42)cc1
tCzBT2B.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cccc2c1B3c1cccc3c4ccc5c6ccccc6sc5c4n-2c13
tCzT1B.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cccc2c1B3c1cc3c4ccccc4sc3c3c4ccccc4n-2c13
TDBA-Ge.xyz,CC(C)(C)c1ccc2c(c1)B1c3cc(C(C)(C)C)ccc3Oc3cc(-c4cc[c]([Ge]([c]5ccccc5)([c]5ccccc5)[c]5ccccc5)cc4)cc(c31)O2
tDPABT1B.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cccc2c1B3c1cc3c4ccccc4sc3c3c4ccccc4n-2c13
tDPABT2B.xyz,CC(C)(C)c1ccc(N2c3ccc(C(C)(C)C)cc3B3c4c2cccc4-n2c4c3cccc4c3ccc4c5ccccc5sc4c32)cc1
Th-BN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1csc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
Th-Cz-BN3.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2ccccc2)cc2c1B3c1cc3sc4ccccc4c3c3c4cc5c(cc4n-2c13)C(C)(C)CCC5(C)C
Th-Cz-BN6.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2ccccc2)cc2c1B3c1c3c(sc4ccccc43)c(-c3ccccc3)c3c4cc5c(cc4n-2c13)C(C)(C)CCC5(C)C
TIC-BNO.xyz,CC(C)(C)c1ccc2c(c1)B1c3c(cc4c(c3O2)c2cc(C(C)(C)C)cc3c5cc(C(C)(C)C)ccc5n4c32)-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)cc1c32
TIC-BO.xyz,CC(C)(C)c1ccc2c(c1)B1c3cc(C(C)(C)C)ccc3Oc3c1c(cc1c3c3cc(C(C)(C)C)cc4c5cc(C(C)(C)C)ccc5n1c43)O2
TIDAD-BNCz.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2ccc4c(c2)C(c2ccccc2)(c2ccccc2)c2cc(C(C)(C)C)cc5c6cc(C(C)(C)C)ccc6n-4c25)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
TPA-TOSBA.xyz,CC(C)(C)c1ccc2c(c1)B1c3cc(C(C)(C)C)ccc3Sc3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc(c31)O2
TPQAO.xyz,O=c1c2ccccc2n2c3ccccc3c(=O)c3cc(-c4c(-c5ccccc5)cccc4-c4ccccc4)cc1c32
tri-mx-CzDABNA.xyz,Cc1cccc(C)c1N1c2ccccc2B2c3ccccc3N(c3c(C)cccc3C)c3c2c1cc1c3c2ccccc2n1-c1c(C)cccc1C
Ts-NBN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1ccc2c4c1B3c1cc(C(C)(C)C)cc3c5cc(C(C)(C)C)cc(c5n-4c13)C21c2ccccc2C2(c3ccccc3Sc3ccccc32)c2ccccc21
Ts-NBO.xyz,CC(C)(C)c1ccc2c(c1)B1c3c(ccc4c3-n3c5c1cc(C(C)(C)C)cc5c1cc(C(C)(C)C)cc(c13)C41c3ccccc3C3(c4ccccc4Sc4ccccc43)c3ccccc31)O2
TTABN.xyz,Cc1ccc(N(c2ccc(C)cc2)c2cc3c4c(c2)N(c2ccc(C)cc2)c2ccc(C)cc2B4c2cc(C)ccc2N3c2ccc(C)cc2)cc1
TTPQAO.xyz,O=c1c2cc(-c3c(-c4ccccc4)cccc3-c3ccccc3)ccc2n2c3ccc(-c4c(-c5ccccc5)cccc4-c4ccccc4)cc3c(=O)c3cc(-c4c(-c5ccccc5)cccc4-c4ccccc4)cc1c32
ĂŹ_-DABNA-4Cz.xyz,CC(C)(C)c1ccc2c(c1)N1c3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc4c3B(c3ccccc3N4c3ccccc3)c3cc4c5c(c31)B2c1ccc(C(C)(C)C)cc1N5c1cc(-c2ccc(-n3c5ccccc5c5ccccc53)cc2)cc2c1B4c1ccccc1N2[C@@H]1C=CC=CC1
Î -CzBN.xyz,Cc1cc(C)c(N2c3cc4c(cc3B3c5c2cc(N(c2ccccc2)c2ccccc2)cc5-n2c5ccc(C)cc5c5cc(C)cc3c52)B2c3c(cc(N(c5ccccc5)c5ccccc5)cc3-n3c5ccc(C)cc5c5cc(C)cc2c53)N4c2c(C)cc(C)cc2C)c(C)c1
Î -CzBN.xyz,Cc1cc(C)c(N2c3cc4c(cc3B3c5c2cc(N(c2ccccc2)c2ccccc2)cc5-n2c5ccc(C)cc5c5cc(C)cc3c52)B2c3c(cc(N(c5ccccc5)c5ccccc5)cc3-n3c5ccc(C)cc5c5cc(C)cc2c53)N4c2c(C)cc(C)cc2C)c(C)c1
Î˛-Cb-tCzBN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cccc2c1B3c1cccc3c4ccncc4n-2c13
Îł-Cb-tCzBN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cccc2c1B3c1cccc3c4cnccc4n-2c13
Ď_-DABNA-4Cz.xyz,CC(C)(C)c1ccc2c(c1)N1c3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc4c3B(c3ccccc3N4c3ccccc3)c3cc4c5c(c31)B2c1ccc(C(C)(C)C)cc1N5c1cc(-c2ccc(-n3c5ccccc5c5ccccc53)cc2)cc2c1B4c1ccccc1N2[C@@H]1C=CC=CC1
Ď‰-DABNA-4CNP.xyz,CC(C)(C)c1ccc2c(c1)N1c3cc(-c4ccc(C#N)cc4)cc4c3B(c3ccccc3N4c3ccccc3)c3cc4c5c(c31)B2c1ccc(C(C)(C)C)cc1N5c1cc(-c2ccc(C#N)cc2)cc2c1B4c1ccccc1N2[C@@H]1C=CC=CC1
Ď‰-DABNA-4TBP.xyz,CC(C)(C)c1ccc(-c2cc3c4c(c2)N2c5cc(C(C)(C)C)ccc5B5c6ccc(C(C)(C)C)cc6N6c7cc(-c8ccc(C(C)(C)C)cc8)cc8c7B(c7ccccc7N8c7ccccc7)c7cc(c2c5c76)B4c2ccccc2N3c2ccccc2)cc1
